Nome_A;Endereco_A;Nome_B;Endereco_B;Similaridade
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G_72;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 72 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G462;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 462 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G467;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 467 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G504;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 504 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G_45;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 45 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G_23;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 23 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G_31;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 31 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G_36;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 36 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.95
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G464;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 464 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G_29;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 29 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G453;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 453 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G508;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 508 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G506;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 506 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G454;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 454 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G502;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 502 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G_30;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 30 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G498;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 498 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G497;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 497 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G482;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 482 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G461;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 461 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G494;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 494 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G_44;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 44 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G450;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 450 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G_24;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 24 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G489;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 489 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G_46;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 46 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G520;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 520 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G517;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 517 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G476;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 476 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G503;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 503 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G113;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 113 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G480;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 480 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G_39;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 39 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G509;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 509 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G511;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 511 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G521;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 521 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G493;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 493 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G515;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 515 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
LED_G522;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 522 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;LED_G492;Vaga de Garagem OR Empreendimentos Led Águas Claras Unidade 492 - Lotes nº 34 e 36, Ria 210, QS 1, Águas Claras - DF;0.9
